cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high
EXC,1.6166666666666667,-0.0410000142443162,1.6530927835051543,-0.0548192113941109,0.0056091088085206,3.728240668194034e-05,0.0007985633916472
EXC,0.9166666666666666,-0.0405681633718086,1.7881818181818183,-0.054289312824386,0.0046158448365963,3.4447497444675706e-05,0.0005653000403459
EXC,0.95,-0.0402634751930375,1.8447368421052632,-0.0526929146573085,0.003973650865493,3.348857141554409e-05,0.0004998929991341
EXC,5.816666666666666,-0.0441865065806587,1.4869627507163323,-0.0554531539426751,0.0070948147808911,4.056526600713751e-05,0.0010637372866468
EXC,4.1,-0.0446938497689158,1.7247967479674795,-0.0550576186428757,0.0061428400648033,3.755224498869965e-05,0.0008866738922229
EXC,3.8333333333333335,-0.0458453743164521,2.1469565217391304,-0.0536646805245588,0.0030338511241528,1.8662452193214048e-05,0.0004917120619196
VIP,27.75,-0.0451929972365041,1.121891891891892,-0.0538681213608988,0.0074617553743683,8.27701951816543e-05,0.0010632723806774
VIP,18.683333333333334,-0.0400411617803753,0.8022301516503122,-0.0479874667288424,0.005195638551883,5.502493558809552e-05,0.0006783309987675
VIP,41.7,-0.0387882696508865,1.0264388489208631,-0.045144858686366,0.0057496776301173,6.757882639389168e-05,0.0007495456208064
SST,7.883333333333334,-0.0434914208118659,0.8757928118393234,-0.0483785008093598,0.002739612706411,4.03992326831312e-05,0.0003218054354181
SST,13.025,-0.0424003387612253,0.8175623800383877,-0.0466873743746519,0.0033849725551435,4.505701035967686e-05,0.0004270562751605
EXC,7.85,-0.0348139109064474,3.399150743099788,-0.0450578222666546,0.0070570915711674,5.046889379528049e-05,0.0010026261063087
EXC,4.683333333333334,-0.0379507979307645,1.2040925266903912,-0.0502668529601052,0.0052181004939751,5.194608432659253e-05,0.0006842240039798
EXC,3.85,-0.0384668399888423,1.2404761904761905,-0.0506265462428845,0.0049258906219752,5.1677164432158793e-05,0.0006576793589988
EXC,3.033333333333333,-0.0366761284722949,1.2917582417582418,-0.0485286150462443,0.0048063143855545,4.753387668703286e-05,0.0006501950234263
PV,33.45,-0.0351281106043963,0.5380667663178874,-0.0411775460245346,0.0040867951817715,7.560395240215953e-05,0.0005239227147851
SST,3.8181818181818175,-0.0373202738431943,1.907738095238096,-0.051890821363719,0.005745684142367,4.5169097685911146e-05,0.000641404719867
PV,14.383333333333333,-0.0394794030353691,0.4129779837775204,-0.0490148016955268,0.004830080409598,0.0001176255021225,0.0005236125749463
PV,20.133333333333333,-0.0427558377132172,0.4125,-0.0530331278504066,0.0059362618700015,9.783034274617192e-05,0.000817083298074
PV,103.68333333333334,-0.0388608611660144,0.4282671596206398,-0.0450115014215296,0.0051212291822881,4.2902773300655454e-05,0.0006339813767437
PV,18.466666666666665,-0.0444408233124693,0.5275270758122743,-0.0511792662127034,0.0042305604277203,7.997612948778624e-05,0.000582251371779
SST,4.666666666666667,-0.040444443115056,0.5891071428571428,-0.0508964515451763,0.004122078239179,5.629513717061265e-05,0.0005361270233882
SST,28.65,-0.036558772618717,0.6562245491564864,-0.0436380128139223,0.0050239251274965,7.467325749059088e-05,0.0006982655215288
SST,1.9,-0.044896726526636,0.6210526315789472,-0.0552111526184664,0.0033830371419122,5.497654790240494e-05,0.0004296879523515
SST,3.0,-0.0436832227560672,0.7080555555555557,-0.0535552785847038,0.0035081917969832,5.545614921411156e-05,0.0004196579489157
EXC,0.2833333333333333,-0.0357547051632152,1.638235294117647,-0.0531181177256082,0.0043468399107006,4.57150422285972e-05,0.0004778396531201
SST,2.2,-0.0398648545834054,1.3299242424242426,-0.0496587168894078,0.0040742159607742,4.330611233724175e-05,0.0004950459569355
SST,15.91304347826087,-0.0381302809551999,1.150068306010929,-0.047292841811068,0.006179251808962,4.9491294881938425e-05,0.000660165285359
EXC,8.25,-0.0429933260669759,0.6582828282828284,-0.0529792522753304,0.0050602076607954,6.545455452654988e-05,0.0006804232138708
PV,32.68333333333333,-0.0404182193180026,0.7697603263641,-0.0475180435516782,0.0064807831705601,6.763636997540394e-05,0.0009008348861843
PV,31.1,-0.0432112316401755,0.7652197213290461,-0.0488873528671083,0.0051275779167278,8.104848460868521e-05,0.0006980564662169
PV,32.56666666666667,-0.0428140554993919,0.7823183213920164,-0.0488237591184152,0.0058549745595212,8.017885092949873e-05,0.0006998158827678
PV,30.633333333333333,-0.0429504170173502,0.3519858541893362,-0.0530641429431881,0.0068568981909504,9.063532438777362e-05,0.0009589813392315
SST,3.083333333333333,-0.0386986116630206,1.0281081081081085,-0.0470903506568836,0.0037715053959546,4.526680839069485e-05,0.0004615005955251
EXC,2.55,-0.0401638026592388,2.4392156862745096,-0.0565171852758064,0.0062358201434191,4.596594239239521e-05,0.0008558270227233
SST,5.7,-0.0421256686814968,1.2399122807017544,-0.0495674928328053,0.0042461185388327,4.9700343015507086e-05,0.0005181414463993
SST,7.35,-0.0387428281546366,1.0267573696145125,-0.04596070738696,0.0042591124449284,4.289692307037338e-05,0.0004392902968158
SST,7.5,-0.039834376427147,0.995777777777778,-0.0477592054011701,0.0044069540659221,5.620845701088592e-05,0.0004844979441224
SST,2.833333333333333,-0.0435254528657628,0.726764705882353,-0.0516136506212202,0.0033361008894892,4.676432269337789e-05,0.000355967345861
SST,0.85,-0.0429219926604658,0.7088235294117649,-0.0534118281231193,0.002829324890323,4.420981876079246e-05,0.0003757901284929
EXC,0.3166666666666666,-0.0428042691393287,1.3921052631578947,-0.06590065843095,0.0070731921804785,4.176874377600082e-05,0.0008851298803395
EXC,0.8833333333333333,-0.0419406867858629,1.579245283018868,-0.0546436618394326,0.0036286569610905,3.156306599238559e-05,0.0004089002963965
EXC,0.6166666666666667,-0.042279517029744,1.4986486486486486,-0.0566689327655079,0.0037226524603844,3.0753683589846e-05,0.0004387198462508
EXC,0.2,-0.0417593644531837,1.5750000000000002,-0.0558642539475542,0.0029047634132901,2.9381712916179997e-05,0.0003543654790607
SST,3.1666666666666665,-0.0464525560178563,0.6278947368421052,-0.056342218991229,0.0038944401715402,6.364478654917733e-05,0.0004975671989361
SST,2.7666666666666666,-0.0465184013729646,0.7376506024096386,-0.0555631481796712,0.003631595126155,5.809557239552576e-05,0.0004640390919344
EXC,9.833333333333334,-0.0420270372433298,1.447627118644068,-0.0483378859011745,0.0032795387502688,5.3635281518239774e-05,0.0003939378743108
EXC,6.033333333333333,-0.0409998595766575,1.425966850828729,-0.0505435891584903,0.0047977645505783,4.29023195035907e-05,0.0006109956886632
EXC,3.9,-0.0426928392019041,1.943589743589744,-0.0521907865327805,0.0039556878424848,3.764812222250835e-05,0.0005670246455684
EXC,2.533333333333333,-0.0424041660025037,1.794407894736842,-0.0530419317952411,0.0038163469146562,3.647974218674631e-05,0.0005349488428624
EXC,15.283333333333331,-0.036917914235214,2.198473282442748,-0.0487151193899046,0.0072337716199683,9.63338532999854e-05,0.0009174375492254
EXC,8.016666666666667,-0.0368617185333518,1.7854469854469854,-0.0476615176308871,0.0054667317677765,5.538123233935889e-05,0.0007587875066604
SST,0.2333333333333333,-0.0458786766775696,0.6500000000000001,-0.0563193217440157,0.0029033307404394,4.826291304867114e-05,0.0003659226214046
SST,0.7,-0.0450714841063236,0.6047619047619047,-0.0554560576285137,0.0031038379699127,5.314097408434898e-05,0.000407321801485
EXC,1.1833333333333331,-0.0433677514218732,0.8598591549295774,-0.0621541798776228,0.005461234102942,7.345778574409079e-05,0.0006919001171454
SST,6.133333333333334,-0.0392710564629481,0.9456521739130436,-0.0455740300693873,0.0035943654499946,4.192415345700413e-05,0.0004249995579836
EXC,1.6,-0.0423154793363708,1.0760416666666668,-0.0624402220222333,0.0059786419750588,5.6664214339485313e-05,0.0008189354084334
EXC,1.7166666666666666,-0.0392255800699867,1.5247572815533978,-0.0559259677480628,0.0061595723432401,4.802401930886e-05,0.0007308955971232
SST,1.9666666666666663,-0.0416314580712135,0.7165254237288137,-0.056329455306849,0.0051584664495135,6.324992464000838e-05,0.0005215768430952
EXC,2.9166666666666665,-0.0418169195685964,0.9997142857142856,-0.0548036406563523,0.0050439585542267,4.9015525452817126e-05,0.0006973870270514
EXC,4.116666666666666,-0.0438986753290637,0.870242914979757,-0.056514489413075,0.004734242032734,4.9762137999808265e-05,0.0006399449726778
SST,4.216666666666667,-0.0392693998818375,0.6221343873517787,-0.046110432922645,0.0029059639347273,5.123999065268089e-05,0.0003559783834123
SST,21.8,-0.0433187598680332,0.4959480122324158,-0.0490481725632455,0.0034795426555178,6.753909142089413e-05,0.0004334350468513
SST,18.916666666666668,-0.0477338508803277,0.5338766519823789,-0.0528681572514987,0.0029550750443278,7.208763402933616e-05,0.0003227874593535
SST,18.4,-0.0476377248158965,0.4859601449275362,-0.0529159972411736,0.0029599641382014,6.652140701255817e-05,0.0002747532809424
PV,20.933333333333334,-0.0444756905311805,0.4587977707006369,-0.051828941965044,0.0041997682269125,0.000127876526258,0.0004136145211182
PV,25.7,-0.0420462729938436,0.3698767833981842,-0.0502812150251134,0.0042344126452752,0.0001105239135632,0.0004892640411338
PV,36.7,-0.0447714514573967,0.3415077202543142,-0.0559756085917305,0.0073041060015028,0.0001145899784097,0.0009206996505869
PV,40.45,-0.0422285730004714,0.3355995055624227,-0.0496250793580086,0.0044177013958842,0.0001017369512377,0.0005179352263337
SST,2.2666666666666666,-0.0429642698297136,0.5286764705882353,-0.0511293618130222,0.0031492428118447,4.60498578979792e-05,0.0004123832080622
SST,3.0,-0.042882947785632,0.4847222222222223,-0.0529653503130727,0.0036336307171624,6.890200770902596e-05,0.000467633856905
SST,1.2666666666666666,-0.0427485377133537,0.563815789473684,-0.0551916642648256,0.0037082790924178,6.442546627869886e-05,0.000483956199266
SST,14.2,-0.0398463328977358,0.5696009389671362,-0.0488265478203458,0.004658375477078,8.687324771759236e-05,0.0005508843694762
SST,2.3833333333333333,-0.0418932940450134,0.4944055944055944,-0.0503204306003948,0.0035905824967061,4.37186082105365e-05,0.0004948212335113
SST,1.6666666666666667,-0.0397049179202466,0.4355000000000001,-0.0567177492496211,0.0051280143377059,8.048753782222289e-05,0.0005559846036619
SST,4.55,-0.0396372045086463,0.4743589743589743,-0.0535557796633089,0.0051835199671477,9.033455196239869e-05,0.0005987313108626
EXC,0.8,-0.0363666302194172,0.9625,-0.0514236785116274,0.0046770330385074,4.0986862255725855e-05,0.0005701297439615
EXC,0.3333333333333333,-0.0361963911461229,1.1424999999999998,-0.0564772377517241,0.006918578925082,3.938080902995978e-05,0.0010102730082103
SST,0.574468085106383,-0.0404142180454884,0.7666666666666666,-0.0544204062766856,0.0035863572213078,3.263712732482656e-05,0.0003160350819924
SST,2.8,-0.0419877942621828,0.5261904761904761,-0.0535069303064237,0.0043473810546098,3.644624811884876e-05,0.0004506671340243
SST,2.3,-0.0430021528541617,0.5536231884057972,-0.0539231751942684,0.0040974208198927,3.9528578468183095e-05,0.0004371534971547
PV,20.1864406779661,-0.0399968896890102,0.2853064651553316,-0.0534619685427772,0.006574510250189,0.0001152623703776,0.0008725419500229
PV,21.28333333333333,-0.039409157962748,0.2865309318715739,-0.0537254253215496,0.00757627835223,0.0001104879783116,0.0010215066749969
SST,3.4166666666666665,-0.0424271128770144,0.6078048780487804,-0.0507487276573956,0.0032259911204636,6.149715209047342e-05,0.0003814872062538
SST,8.316666666666666,-0.0414808281891044,0.4712424849699399,-0.0515639985202449,0.0043251544444451,8.658126152621226e-05,0.0005054338391695
SST,4.633333333333334,-0.0376073399131326,0.5816546762589928,-0.044704159643089,0.0028266521003668,5.557536813577653e-05,0.0003303118859123
EXC,0.7333333333333333,-0.0381638923950977,0.9318181818181818,-0.0609003765511082,0.0057358678910031,4.261957331370037e-05,0.0006272093177086
EXC,0.6,-0.0358643905659623,0.975,-0.0606906617877349,0.0051460102671799,4.3879657722480176e-05,0.000610746310329
SST,5.916666666666667,-0.0419319993727312,0.5540845070422534,-0.0486110074148955,0.0029988196503582,4.9455122573217845e-05,0.0003195302905076
SST,1.3,-0.0412387769406518,0.4608974358974358,-0.0525851388364514,0.0034806670393315,4.195905104355658e-05,0.0003248384519384
EXC,1.8166666666666669,-0.0390784490164536,0.794954128440367,-0.0600613864203812,0.005877128938047,7.019405436759189e-05,0.000773231585136
EXC,0.2166666666666666,-0.0418100218629334,1.0846153846153843,-0.0656956283734301,0.0047984647010079,4.657026896762073e-05,0.0005807564535353
EXC,0.0333333333333333,-0.0672715095586571,5.5,-0.0682709391505443,0.0042134460741343,5.534470376546307e-05,0.0005190909117503
EXC,0.25,-0.0422238777249784,1.0,-0.0622845284441708,0.0055757092333025,4.179366915245687e-05,0.0007495362046138
EXC,0.7666666666666667,-0.038311678007785,1.1989130434782609,-0.0575080791306997,0.0054569715029153,9.277102128300834e-05,0.0006417202724515
EXC,0.7166666666666667,-0.0411689293464364,0.9813953488372092,-0.0666960734594697,0.0058676117052319,5.34730495572304e-05,0.000766677320615
PV,6.233333333333333,-0.04171147344776,0.3485294117647059,-0.0508859880704592,0.0033510621459689,6.9139963201036e-05,0.000383317861803
PV,7.316666666666666,-0.0395495293230227,0.3082004555808655,-0.0595507371077856,0.0070434459204294,9.517466047899396e-05,0.0008666013470809
PV,7.35,-0.0396361247689689,0.3181405895691609,-0.0556278938093311,0.0064340377429886,0.0001037076190073,0.0007765676261976
EXC,0.7333333333333333,-0.0454797320667429,0.4875,-0.0573935529859966,0.0027901512968716,3.514316200685538e-05,0.0003314322558426
PV,5.4,-0.0413070925754822,0.4898148148148148,-0.0586907535869609,0.0067829363101751,8.099172273138645e-05,0.0009485064549201
EXC,3.9166666666666665,-0.0400380581481413,1.168085106382979,-0.0553895495047334,0.0065829668237085,5.369460995489052e-05,0.0009130439805564
PV,45.13333333333333,-0.0409176051697873,0.3259047267355982,-0.0496354655460699,0.005151157938431,0.0001178828494039,0.0005407837158216
EXC,0.75,-0.0409698292040538,0.8911111111111112,-0.0583707699408556,0.0049844500752791,4.091377320970618e-05,0.0006487351954496
EXC,3.566666666666667,-0.0421636536313764,0.5495327102803738,-0.0641351736668935,0.0073900377149025,8.81622866837304e-05,0.0009080274865426
SST,16.383333333333333,-0.0483340724007771,0.3709053916581891,-0.058004148501062,0.0045987590400562,7.660841648538037e-05,0.0005583064081656
EXC,8.4,-0.0406961524636513,0.9115079365079364,-0.056535835268369,0.0067927172138572,8.063831212915608e-05,0.0009446281697424
EXC,2.7333333333333334,-0.0392708327444335,0.7357723577235773,-0.059023515712447,0.0060485909774516,7.829754799886562e-05,0.0008303922129388
EXC,2.0166666666666666,-0.0344886065361939,1.0140495867768593,-0.0494650174198405,0.0047421036071477,5.875659883498867e-05,0.0006559970227862
EXC,1.45,-0.0390858845801104,0.7982758620689654,-0.0596343665734881,0.0070431957545425,6.934501693572799e-05,0.0010057777077059
EXC,1.1666666666666667,-0.0391015045026817,0.7949999999999999,-0.0590499312978313,0.0051808240597831,9.555319914649216e-05,0.000656709940827
SST,13.366666666666667,-0.0457974114546778,0.3895261845386533,-0.0505891530262178,0.0022978457336338,4.4182253404088055e-05,0.000285323709686
PV,17.1,-0.0385820204286142,0.3119395711500974,-0.0542575205730763,0.0063014388032231,9.416558684621347e-05,0.0007740865700522
PV,6.866666666666666,-0.0385455766548105,0.2850728155339805,-0.0540828273225426,0.005766537214025,9.95700414411719e-05,0.0007267969407286
PV,11.116666666666667,-0.0368612525522069,0.3157421289355321,-0.0511854738965788,0.0058281327567686,9.676757256905416e-05,0.0007503058969617
VIP,4.732142857142857,-0.0419639427666282,0.5888679245283017,-0.0520469665464784,0.0052140429115873,5.218636033282659e-05,0.0005447652508286
EXC,0.2027027027027027,-0.043805707695705,1.0916666666666666,-0.0625538739701234,0.0041692748733144,4.097885878994351e-05,0.0005560270181286
VIP,4.0,-0.0429705480375027,0.6181249999999999,-0.0567788965907829,0.004807570052741,3.884721306287969e-05,0.0005649858656207
VIP,5.133333333333334,-0.0413783589458722,0.6165584415584415,-0.055044303244904,0.0051759439066642,3.945147836287688e-05,0.0005574193178008
EXC,0.55,-0.0413836932458115,0.7015151515151515,-0.0607389289498255,0.0052831536189331,6.218248028229613e-05,0.0006908829957408
VIP,9.4,-0.0378657704686282,0.8177304964539007,-0.0471691163509136,0.0050698429935043,6.664001982545921e-05,0.0005407186235017
EXC,0.4333333333333333,-0.041187972836815,0.8115384615384618,-0.0663509968129787,0.0080991355728315,6.603704516612476e-05,0.0010590575392785
VIP,28.40625,-0.0397119947618437,0.6087458745874587,-0.0506679948557972,0.0074578670794157,6.903199794203795e-05,0.0010308553408868
EXC,0.2333333333333333,-0.0402302887887913,0.8785714285714284,-0.0621803653935753,0.0058147446478456,3.70742867592376e-05,0.0008296848344345
VIP,16.8,-0.0394190455942233,0.5237103174603176,-0.0522598912387724,0.0067995672632926,5.7695717489014574e-05,0.0009928608582165
VIP,12.529411764705882,-0.0363211669205967,0.5265258215962442,-0.0519785727547617,0.0068243166281865,4.424262697031181e-05,0.0008866011071859
VIP,24.3,-0.0349465239763452,0.920130315500686,-0.0430462392879783,0.0059418373138886,7.233989157980762e-05,0.0006459370464243
VIP,6.942857142857143,-0.0399136921208665,0.7668724279835392,-0.0523923062243531,0.0060034985410938,6.058770414209035e-05,0.0007240614510675
VIP,7.483333333333333,-0.0363403175444159,1.3535634743875278,-0.0435078626607457,0.0043406666251343,4.823021650839611e-05,0.0005404792242926
SST,6.733333333333333,-0.0375389350886246,0.5788366336633662,-0.047130361016533,0.0043206087226375,5.032424966930368e-05,0.0004790095200577
SST,1.4166666666666667,-0.0382641473210998,0.5799999999999998,-0.0497644309831214,0.0036422488609402,4.208612654355707e-05,0.0004197119919633
EXC,0.4333333333333333,-0.0404802935059835,1.5096153846153846,-0.0591112796524148,0.0048995812902614,4.6740383268474585e-05,0.0006423367756086
EXC,0.8333333333333334,-0.039093470897159,1.23,-0.058132181809914,0.0058508739201629,4.871942751783264e-05,0.0007670629018286
SST,16.05,-0.0346629814265217,0.71926272066459,-0.0430439646599845,0.0048051315781201,4.2047613424987495e-05,0.0005849988622514
SST,13.383333333333333,-0.0365091409602027,0.7541095890410958,-0.0457486657535521,0.0054839065679176,7.139449653183128e-05,0.0005525286906977
SST,6.866666666666666,-0.0407053411146615,0.4881067961165049,-0.0521786892901823,0.0048769165035779,4.753949720845351e-05,0.0006460564635452
SST,13.54054054054054,-0.0381052813856692,0.5711576846307385,-0.0499186656229696,0.0057815565464672,4.937112636192597e-05,0.0007990257587492
SST,14.956521739130435,-0.0346254285961181,0.7002906976744186,-0.0448762372332284,0.0055850585387316,4.27018847579405e-05,0.0006416298791042
EXC,0.0666666666666666,-0.0435368471260114,1.0499999999999998,-0.0671603290295624,0.0065006974841558,3.710447169195355e-05,0.000808557558607
PV,45.61666666666667,-0.0411157593030203,0.3320789185239313,-0.0520866831385299,0.0073967846658496,6.867213133926239e-05,0.001089373673922
PV,17.366666666666667,-0.0400415994980465,0.4948656429942418,-0.0543372489419842,0.00939180047828,9.579339783782724e-05,0.0012825763175915
PV,19.6,-0.0390645373940081,0.4420493197278913,-0.0550013290133951,0.0101425085234166,9.553983422889792e-05,0.0014015902054599
PV,29.25,-0.0397292033804417,0.331082621082621,-0.0481428879880618,0.0053512534899917,0.0001075762886929,0.0004464270573493
PV,34.88333333333333,-0.0380882910603381,0.36438127090301,-0.0496941657330555,0.0089530762343697,9.77483779691748e-05,0.0012191364331287
PV,36.583333333333336,-0.0420905843103033,0.3161047835990888,-0.0571401376574692,0.0110831774783786,9.378652977662972e-05,0.0015318844593446
PV,38.142857142857146,-0.0414895765077668,0.3303745318352059,-0.0549271309264611,0.0098388622042081,9.649211016846488e-05,0.0011907313539596
PV,29.0,-0.0389878089097121,0.3029885057471264,-0.0520477400824282,0.0089692557847189,0.0001062271649383,0.0012599053966782
PV,31.133333333333333,-0.0424451463419104,0.3375267665952891,-0.0558942684140008,0.0089489758253418,8.9999023419637e-05,0.0012386959203409
PV,27.15217391304348,-0.0418812510102082,0.2964371497197757,-0.0561178597770802,0.0084239473770697,0.0001052435354348,0.0012121719388329
PV,35.13333333333333,-0.0408794549959812,0.3175521821631878,-0.0527119731222385,0.0083426520028653,8.868298616576574e-05,0.0011437647744896
PV,47.93333333333333,-0.0378637403092859,0.3629694019471488,-0.0511296268063813,0.007933245847151,8.490126444233938e-05,0.0010527981477198
EXC,1.1515151515151516,-0.0397431572600498,0.5960526315789473,-0.0628780138778485,0.0058406404557689,7.084694426248525e-05,0.0007782990174956
