Cell_Layer_L2/3,Cell_Layer_L4,Cell_Layer_L5,Cell_APThreshold_Slope,Cell_Depth,firing_rate,ap_duration,std_vm,fft_low,fft_high,ap_threshold,mean_vm,cell_type
1.0,0.0,0.0,0.25,0.16666666666666669,0.0,0.0,0.274787884718449,0.050302965234336805,0.21256165866840526,3.4343278974162494,-2.663536507056693,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.00047311149660936763,0.33436532507739936,0.37757717074771185,0.05649188025138485,0.30744704257170136,-0.7407568287823285,-2.0943758851008245,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.0,0.0,0.4083582442487996,0.08059185873647648,0.436685108121684,3.4343278974162494,-2.0390625527190096,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.0,0.0,0.5079611329040281,0.07808694747102718,0.6063106207189308,3.4343278974162494,-1.5191774006383858,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.00047311149660936763,0.30650154798761603,0.5047918496804227,0.09540796281365618,0.4990149314692895,-0.21663169082279063,-1.4428424871008636,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.00047311149660936763,0.38080495356037153,0.4653447000883076,0.07730943401885723,0.45059237254523726,-0.2919942310068804,-1.5726916337233179,EXC
1.0,0.0,0.0,0.25,0.16666666666666669,0.0,0.0,0.4247994533286757,0.09447500025847139,0.4101109206752324,3.4343278974162494,-1.235115363730478,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.0033117804762655733,0.2056612118531623,0.23819233599331296,0.39504988512199285,0.2848138976845845,-0.24779237455389416,-0.5598513291782539,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.006505283078378805,0.2313537855333521,0.2530819775855376,0.4003696564324388,0.35664803521229377,-0.24106311465605537,-0.15255417111852632,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.003784891972874941,0.23219814241486064,0.30048305275631987,0.40308962801915693,0.4007658330417892,-0.2390627110379609,0.05573613207418465,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.006150449455921779,0.20147654203381757,0.29859933347311757,0.5035520062309131,0.3686173698929445,-0.24664545138376917,-0.21881736846611777,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.0014193344898281027,0.20743034055727552,0.23861421849581882,0.4723400772322258,0.26788421502927023,-0.27180275797642645,-0.34300560598836205,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.0018924459864374705,0.2205882352941176,0.2400339822364439,0.4331506235081646,0.3767893800960059,-0.24748767425665327,-0.48056524569119435,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.0,0.0,0.06048539454202273,0.03891916454591293,0.0747065392017437,3.4343278974162494,-0.870609924155702,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.0009462229932187353,0.3900928792569659,0.0845279805453048,0.054726015351608426,0.11184175739226032,-0.686154535516875,-0.6815113153701139,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.0,0.0,0.10580930726882237,0.07482926795266434,0.21512866699606942,3.4343278974162494,-0.6138448717396504,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.0016698052821507094,0.3869969040247678,0.11629711004988047,0.0654425434697675,0.2158017353052863,-0.5196933775756652,-0.24567103607751184,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.005677337959312411,0.5178018575851393,0.2219388134344109,0.07292186646554188,0.2586079793353099,-0.38053336626718254,-0.17925570126198356,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.00047311149660936763,0.45510835913312686,0.1533593373589624,0.06741027213605444,0.2033677760692441,-0.260996054100972,-0.26656849437884234,EXC
1.0,0.0,0.0,0.25,0.11231884057971014,0.0033117804762655733,0.5386996904024767,0.18812696529719858,0.06583522492159591,0.22129593638985212,-0.17799569313272615,0.05510313970410064,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.06292382904904589,0.18177797434763374,0.5107748359792854,0.2964860336936317,0.5882716326890176,-0.10467517950207107,0.5046698456172752,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.06103138306260843,0.20570235438116494,0.6320853345422042,0.3178174723807113,0.6059574937393744,-0.09182329971610427,0.3090916068310657,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.08563318088629554,0.22696406274053668,0.5719207311374628,0.38789380763494996,0.7386972401499996,-0.11218783600788026,0.6441796738942022,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.06954739000157703,0.23864282555127314,0.581911644251851,0.37788346496116676,0.6782368337439688,-0.11778111058286582,0.38095159268751116,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.03784891972874941,0.20108359133126932,0.5859619732039554,0.3019270455859241,0.485444152699325,-0.11161825688042326,0.19624121593624674,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.06292382904904589,0.22982378546986662,0.4312692237767391,0.38138980977651554,0.5087453567710782,-0.11247336886372195,0.6612769278994587,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.02365557483046838,0.2037770897832817,0.40730248290397447,0.3162894380832476,0.44191517564220767,-0.14803755990806391,0.22877452946605384,EXC
1.0,0.0,0.0,0.25,0.40217391304347827,0.03406402775587447,0.1990454076367389,0.306794306130096,0.32910160066972566,0.40945425421011056,-0.10381302021072784,0.7755469878302226,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.00804289544235925,0.1895829539246039,0.39916550031480186,0.37623512187516595,0.4765893048091801,-0.31193477438078365,-0.8496154719573376,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.00993534142879672,0.2490048651039363,0.4372977725951836,0.341952313527594,0.5307228602368854,-0.28113335818969504,-0.8279923730698555,EXC
1.0,0.0,0.0,0.25,0.3659420289855072,0.013247121905062293,0.38677576293675364,0.3847567142471047,0.31364961346056586,0.5355828483014267,-0.3267097515391202,-0.14579459345195991,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0,0.0,0.20724146464341708,0.1132996804898172,0.11626047022326386,3.4343278974162494,-0.9864810973482129,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0014193344898281027,0.23839009287925692,0.2749728640489351,0.14519189822757106,0.3355229286700449,-0.27948120546688066,-0.90681270120226,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0,0.0,0.2957386471839452,0.14934345370111266,0.43559342564389,3.4343278974162494,-0.9787801789915176,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0033117804762655733,0.2547545333923043,0.3561610967224819,0.16484749019273087,0.23578709062450037,-0.25173316506486826,-0.42720554240543546,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0018924459864374705,0.2438080495356037,0.2098843112609548,0.15389032877898234,0.29455788469768457,-0.2729403057527893,-0.4928924901827996,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0009462229932187353,0.23219814241486064,0.22704350795355072,0.1479228476694889,0.27913876081917804,-0.3468809112164247,-0.4387380865530884,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0009462229932187353,0.29721362229102166,0.22007406896976534,0.15945459877818596,0.33122229671067976,-0.23582780954892682,-0.4458032121682141,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0009462229932187353,0.23219814241486064,0.2735168076009428,0.16052120787290325,0.2269706314636164,-0.3323771770677889,-0.36537285914531836,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.0009462229932187353,0.24613003095975228,0.21993805311024434,0.16421659141592337,0.27813671372890975,-0.25715683035574427,-0.2102202268342411,EXC
1.0,0.0,0.0,0.25,0.13043478260869562,0.013720233401671661,0.3077826411871464,0.3411227208905236,0.17851162453709285,0.4151760246023433,-0.2956618419410188,-0.08509498512503881,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.0018924459864374705,0.1393188854489164,0.11530313757339089,0.09389476932324659,0.1701634922650297,-0.4941222515194912,-0.5548553677728953,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.0028386689796562055,0.18421052631578946,0.1921923714749565,0.15296590214206068,0.31451401061158907,-0.4978903785286957,-0.8670789207110867,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.0018924459864374705,0.18343653250773992,0.20657095797444497,0.13928309676097836,0.31077471602227763,-0.5064219868514226,-0.7798097891831205,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.003784891972874941,0.179953560371517,0.18422719617180877,0.15459648141949445,0.30122403449967866,-0.4986724426249458,-0.8140409148329278,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.004731114966093676,0.19690402476780183,0.20820181322710546,0.17851669746283166,0.34354459352178407,-0.49857290719451397,-0.6919837422351799,EXC
1.0,0.0,0.0,0.25,0.42028985507246375,0.0028386689796562055,0.2786377708978328,0.18662700174068708,0.1465853031907666,0.27170979940639045,-0.6267650620258903,-0.6343211677678442,EXC
1.0,0.0,0.0,0.25,0.4528985507246377,0.0014193344898281027,0.1764705882352941,0.1246628712946955,0.2625160835260852,0.1665500752563563,-0.37228622570987796,-0.3201795912919898,EXC
1.0,0.0,0.0,0.25,0.4528985507246377,0.003784891972874941,0.20201238390092877,0.07224724507953378,0.2979277838747261,0.12598179895398903,-0.35509265121654343,-0.16089664354175073,EXC
1.0,0.0,0.0,0.25,0.4528985507246377,0.006150449455921779,0.26506311026434864,0.11010961455695273,0.3054237530845133,0.1925608784842472,-0.3744005185779619,0.15002965335979412,EXC
1.0,0.0,0.0,0.25,0.375,0.0018924459864374705,0.3436532507739938,0.18690286573763243,0.13782403680868588,0.30017170570726964,-0.9015064736682372,-1.3235155176699736,EXC
1.0,0.0,0.0,0.25,0.375,0.0009462229932187353,0.43653250773993807,0.1874917951165343,0.12572477533441068,0.35346098637141515,-1.1016439421974444,-1.5028619583221647,EXC
1.0,0.0,0.0,0.25,0.375,0.007569783945749882,0.6489938080495355,0.32090422397370105,0.11739891134675415,0.43337301098693365,-1.0600524421413298,-1.3384207850959553,EXC
1.0,0.0,0.0,0.25,0.375,0.0014193344898281027,0.6811145510835912,0.17038396728172284,0.07348641700831479,0.20997257224628968,-1.4459416877484792,-1.5024854098752083,EXC
1.0,0.0,0.0,0.25,0.375,0.012300898911843558,0.7830435818051916,0.28405722329507893,0.11788875655043884,0.4903797171578049,-1.2706354100497077,-1.3137758341178516,EXC
1.0,0.0,0.0,0.25,0.5398550724637681,0.0028386689796562055,0.20433436532507734,0.16798817596330984,0.326554286091014,0.1495667596714918,-0.02685074361856272,0.009952539584199867,EXC
1.0,0.0,0.0,0.25,0.5398550724637681,0.0009462229932187353,0.1996904024767802,0.09749068931099131,0.30707277349586487,0.1385194469701428,-0.5273243003146428,-0.12070201187645382,EXC
1.0,0.0,0.0,0.25,0.5398550724637681,0.002365557483046838,0.2934984520123839,0.06957405623630414,0.24138055356526977,0.07358263360137857,-0.6831967828520776,-0.16711373451997763,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.0009462229932187353,0.1718266253869969,0.2044471512785786,0.2464590713589052,0.26820396704832034,0.15278704149234107,-0.019451179471327625,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.0033117804762655733,0.19371959310039805,0.30749420045568826,0.27043703048202755,0.267173495385953,0.1017599790087823,0.3392548949909829,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.0028386689796562055,0.19659442724458204,0.26212628322144915,0.27020629564594534,0.23447476723146166,0.09595699960062477,0.40638796674709243,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.0009462229932187353,0.18111455108359134,0.11613482379251616,0.23656852217392843,0.13300974835416512,-0.30365397529624655,0.08229378815394281,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.01182778741523419,0.45659442724458205,0.6062095925408542,0.28033351281334973,0.5988967327529757,0.20774213695967858,0.29180020767721104,EXC
1.0,0.0,0.0,0.25,0.22644927536231885,0.012774010408452927,0.48572411420708633,0.5091596492181005,0.2908819535069677,0.5404903317295819,0.2160156397560705,0.24225567186442948,EXC
1.0,0.0,0.0,0.25,0.17934782608695654,0.0,0.0,0.0,0.06586167101440912,0.04473221243181119,3.4343278974162494,0.11633750800922574,EXC
1.0,0.0,0.0,0.25,0.17934782608695654,0.0,0.0,0.03898608010033533,0.011459662396077,0.035000234313293965,3.4343278974162494,0.45498372928602127,EXC
1.0,0.0,0.0,0.25,0.17934782608695654,0.0,0.0,0.09314548236866704,0.0,0.0944555337138403,3.4343278974162494,0.41035010902695795,EXC
0.0,0.0,1.0,0.25,0.8188405797101449,0.08200599274562372,0.1671826625386997,0.059272030995678016,0.18808299015926044,0.052273078426485264,-0.4497562046354398,1.4068465576678686,SST
0.0,0.0,1.0,0.25,0.8514492753623187,0.03390632392367135,0.1988048095615235,0.2352696660073974,0.26123931369545694,0.2421258003432173,-0.4532046719442806,0.2530858584961588,EXC
0.0,1.0,0.0,0.25,0.6394927536231884,0.0671818325185302,0.13142632887105918,0.07317602149856312,0.32321082722822425,0.09458720029045586,-0.3269126885902257,1.308534908881873,SST
0.0,1.0,0.0,0.25,0.6376811594202898,0.18577511433527835,0.0945665371858689,0.09723924279549229,0.3700194973547138,0.1539719057799891,-0.4404584004715964,1.2926003532598813,SST
0.0,1.0,0.0,0.25,0.6413043478260869,0.13546759186248225,0.09297656934227647,0.04274777474697394,0.3885341577794896,0.03781966703922396,-0.9787359781930197,0.4327788846125565,SST
0.0,1.0,0.0,0.625,0.7101449275362319,0.3578299952688851,0.060152520102007535,0.43133550877558163,0.7324274351534941,0.5895802591774832,-0.5832784101565486,0.35637058877781747,PV
0.0,1.0,0.0,0.625,0.7101449275362319,0.4847815801923987,0.06476167839323517,0.2208753272848783,0.6142924477319226,0.26864529634520823,-0.3686206029292724,1.1338451874263724,PV
1.0,0.0,0.0,0.375,0.5652173913043478,0.012616306576249802,0.10205108359133125,0.1390560468124466,0.2727187402609343,0.1790480198756461,-0.46121530905143143,0.5967979307505121,SST
1.0,0.0,0.0,0.375,0.5652173913043478,0.029332912789780792,0.09627484270448416,0.1475775344124033,0.2688815080916605,0.18986649288840235,-0.43090133185492346,0.7545003293428441,SST
1.0,0.0,0.0,0.5,0.5452898550724637,0.021150866907242317,0.11353267068600292,0.1443154992177773,0.4047239264448247,0.16926788088173989,-0.391647837568967,0.5659307531385865,SST
