firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high,ap_amp_mean,ap_amp_cv,mean_ap_upstroke,ap_upstroke_cv,mean_ap_downstroke,ap_downstroke_cv,isi_mean,isi_cv,irregularity_index,adaptation_index,nb_bursts,mean_burst_dur,burst_dur_cv,cell_type
-0.4959096962459814,0.9451524385767935,-0.3348088258690369,2.932637780826741,0.11013525971711072,-0.8073820169972763,-0.46006303084378547,-1.5636260471319305,-0.008568676175089914,-1.1271650457020472,-0.6323578199815454,0.9942283572616912,0.43457069735623055,-0.32493907361475954,0.03627982679382942,0.3131155148227494,-0.171889580109862,-0.25950622334959084,0.025806752529934956,-0.8501637377154413,EXC
-0.6738704496786613,0.43152739295392467,0.4476188112692368,0.9253929591318137,-0.40192397481835296,-0.4151059908869917,-0.6000592902040137,1.370968787783997,0.26435519931495727,0.20157612917119147,4.685523610388114,0.3379746861360296,-2.04228381618742,-0.17903597937226814,-1.1942586492200513,0.4591810687668488,-0.17188958015881903,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6826226178802685,-0.06411057491238377,4.5240902769424975,0.5697100261827189,0.1632948131247832,0.011976563131144216,-0.45703729003072985,1.0350486319300536,0.019144293916931607,-1.5866979491723698,-1.2012342711337531,-0.42387313623416906,0.7564615902480007,3.3996195826740667,-2.2895931201029796,-2.677705970479319,-0.1718895801686517,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6855400072808042,3.5844000632510205,-1.3181255134341539,1.208403649052593,-0.13865471404727048,-0.24778171523960196,-0.2906503424771301,-0.28427655697810317,0.019144293916931607,-1.689441243664441,-1.2012342711337531,1.2351967232006904,0.7564615902480007,3.3996195826740667,-2.2895931201029796,-2.677705970479319,-0.1718895801686517,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6767878390791969,0.4864693066440226,1.7047125074572478,1.406541147101261,-1.2671099121821872,-1.2711366501759482,-0.9532956411939215,-1.3570754579088606,-0.02119500243620998,-1.2984759704130364,-0.577893711441876,1.0814292728140447,0.7564615902479986,0.12252846464232806,-0.6196712063668061,2.3751630286996037,-0.1718895800579985,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6767878390791969,0.23042838140161132,1.5593837564528534,1.328001338305154,-1.2923865100010363,-1.1559504799467113,-1.1955545383580652,-1.5132836762538462,-0.015958030873154172,-1.2804508310284626,-1.0028844520418658,1.0924652142293536,0.30931007925807924,-0.11279523410270839,-0.6237929380900089,2.3626914452825636,-0.17188958005772473,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6359443874716967,0.1210623371765307,1.2157240040777562,-0.8469259702335241,2.3322521592663383,-0.7657882126047508,1.9931378836646083,-0.2252043949212879,1.0498330042186128,-0.8625326728855363,-0.5875949653286826,0.8852491848313078,-0.31138831969547126,-0.25713061460686415,0.03958459786799142,0.6504805459044062,-0.17188958094866508,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6826226178802685,0.3816153727706668,1.210594754042307,-0.7163581892342425,-0.39609950866366633,-0.6861813261652575,-0.4616811738081013,-1.1164930557339157,0.019144293916931607,-1.1768062795671634,-1.2012342711337531,0.7040000764104614,0.7564615902480007,3.3996195826740667,-2.2895931201029796,-2.677705970479319,-0.1718895801686517,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6709530602781255,-0.573097106316075,4.628726977665662,-0.6083864914854623,-0.1801703128771613,-0.8079427386451646,-0.44510643770331765,-2.308343640103098,-0.09414716601672661,-1.375587516700243,3.186106412866289,1.1332246245232307,-5.670888234165974,-0.08488138342287888,-1.0402968870538551,1.2988259690491455,-0.17188958009947986,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6622008920765183,-0.6563079888018261,1.9299720715140585,-1.8432124001897225,1.4515600075406971,-1.4465921320512174,0.9700495747709857,-1.157266662610507,-0.010487309541293111,-1.1030609280600265,-0.9747978251642547,1.0303880437682387,0.19539738731298903,-0.17620274393927748,-0.5580324319615788,-0.4444929018438322,-0.17188958032341406,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6622008920765183,-0.5859378440667095,2.4531555751298786,-1.2229932542102557,0.43361123402382695,-1.4753372577312192,0.3770563010327632,-1.8230996629052434,0.0047272379978608725,-1.332746266667957,-0.9527223380193157,1.108651261638475,0.7564615902480007,-0.14059703567209803,0.4908110119260472,-0.1229736773957507,-0.1718895801119265,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
-0.6797052284797327,-0.0012852704375262915,0.03343187090671296,-1.8283640658353069,-0.684012656833523,0.007554738652327785,-0.7254600060171527,1.912822840769311,0.040636353680782285,1.421517562719143,-0.0912212466200723,0.2761734142102953,-2.2846401891768613,-0.33946217082305474,-2.2895931201029796,-2.677705970479319,-0.1718895801686517,-0.2645844297335663,-1.003513556993972,-1.1246163716761104,EXC
