cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high,ap_amp_mean,ap_amp_cv,mean_ap_upstroke,ap_upstroke_cv,mean_ap_downstroke,ap_downstroke_cv,isi_mean,isi_cv,irregularity_index,adaptation_index,nb_bursts,mean_burst_dur,burst_dur_cv
EXC,0.4,-0.04491015625,2.1625,-0.0604735105898437,0.0057401423617079,2.617834153380301e-05,0.0007134213528818,-0.022113671875,-0.0460440124839714,41.22656249999999,0.0227267662968814,-10.749999999999996,-0.0,2.663585714285714,1.663886231154147,1.0105300230802372,0.5129796834124561,0,0.0,0.0
EXC,0.1,-0.0386140625,0.7749999999999999,-0.063692684453125,0.0038609869379611,6.33563807908679e-05,0.0004557896843659,0.0315734375,0.0686395803434454,359.5625,0.1015122544759256,-81.46875,-0.1983122362869197,0.0045499999999999,0.0,0.0,0.0,0,0.0,0.0
EXC,0.15,-0.0463354166666666,2.6666666666666665,-0.06445432590625,0.005386584368738,5.1625912658118975e-05,0.0007392272204383,-0.0113947916666666,-3.107196574486167,121.47916666666669,0.6502440446723877,-53.00000000000004,-0.6570756410082541,8.41095,0.999256921037457,1.998513842074914,1.000743631539496,0,0.0,0.0
EXC,0.05,-0.03888125,1.2,-0.0638598749765625,0.0041773447681184,3.2841981003690966e-05,0.0005583694267437,0.017675,0.0,120.875,0.0,-49.31249999999999,-0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0612962324765625,0.0039753463666447,3.180937779265937e-05,0.0005218683031943,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.05,-0.042909375,1.25,-0.0672060979375,0.0060528709314202,4.192725203997745e-05,0.0007410220537674,0.014484375,0.0,168.125,0.0,-43.49999999999999,-0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.068662784625,0.006043327511631,2.4763445255600388e-05,0.0006893440335442,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.7,-0.0405794642857142,1.1071428571428572,-0.059406883984375,0.0050769638760896,7.63440503811489e-05,0.0006618207099692,0.0089243303571428,0.2500134054199301,147.88392857142858,0.0668434896337458,-58.87946428571429,-0.0456537313672367,1.358869230769231,1.1184585183866325,1.005762709945486,0.4108736998664513,0,0.0,0.0
EXC,0.3,-0.0404354166666666,1.0916666666666666,-0.0601110337421874,0.004988245743219,7.23968448619889e-05,0.0006184304921636,0.0127890625,0.4977259078129287,172.12499999999997,0.1852800911159176,-58.302083333333336,-0.179696605369437,2.7722100000000003,0.8626625327026562,1.3641372767575328,-0.1614709083601157,0,0.0,0.0
EXC,0.35,-0.0409924107142857,2.2928571428571423,-0.0566173810898437,0.0050012765670942,2.5066574463316743e-05,0.00056372287888,-0.0007808035714285,-1.0825500551012557,79.83035714285714,0.0287803039492058,-17.098214285714285,-0.033720907135171,1.5054333333333332,0.791803951190492,0.5350552443371784,7.413529510182569,0,0.0,0.0
EXC,0.4,-0.039640625,2.5625,-0.05579276765625,0.0050855605491571,2.659491496942846e-05,0.0006197865422518,-0.002478515625,-0.6297084860736232,70.5390625,0.0297611698068907,-17.0,-0.0,1.0461571428571428,1.1524957345816418,0.8503661928236224,-115.31018590294916,0,0.0,0.0
EXC,6.25,-0.0389282,1.1668,-0.0532612860820312,0.007490947011541,6.393810711701934e-05,0.0008832470521637,0.0251424499999999,0.1531771004712284,260.5865,0.2041771053167471,-81.425,-0.0279625869259235,0.1536931451612903,1.880939634904214,1.2931531870158022,-6.820229963321745,4,0.0090000000000003,0.0152145154862185
EXC,1.55,-0.0389523185483871,0.9419354838709676,-0.0544545331835937,0.0056931685333546,5.339285442838794e-05,0.0006952638574135,0.0235296370967741,0.0617342051192003,254.19959677419357,0.0819512218342341,-71.57459677419352,-0.014991263563829,0.4904883333333333,2.483998790086047,1.3097256932658132,-0.7707312029152006,0,0.0,0.0
EXC,1.5,-0.0388797916666666,1.013333333333333,-0.055855739875,0.0055286358496695,5.3944721448141066e-05,0.0005831891051698,0.0201228124999999,0.0758137172356731,229.46041666666667,0.0965212820107225,-65.01041666666667,-0.0220435795702584,0.3185568965517241,0.9574815009725708,0.9407996421670702,-2.5613858699573564,2,0.0073999999999987,0.1013513513513724
EXC,0.35,-0.0408022321428571,1.4642857142857142,-0.0611386585703125,0.0049782088556233,5.8825007956918666e-05,0.0007110463339776,-0.014196875,-0.1287639719851879,67.54464285714288,0.0751300781826559,-31.053571428571395,-0.5262109664997847,3.205675,0.99255485819725,0.942696935902735,1.8824679811662557,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.063021402984375,0.004791404272012,3.371393257024868e-05,0.0005320185926989,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.25,-0.040971875,1.7700000000000002,-0.0580455059062499,0.0044320527522652,3.346264039698808e-05,0.0005226856053081,0.0054856249999999,0.1941414446815657,117.8625,0.0160890506408389,-24.387499999999992,-0.0630550094947227,0.7787624999999996,1.1491324686876223,1.04933575170008,-0.4506188988072073,0,0.0,0.0
EXC,0.25,-0.043335,0.95,-0.0625713488007812,0.004478964086524,3.3676793590083446e-05,0.0006410138231255,0.019279375,0.4193716326196914,265.85,0.237876092844865,-73.2125,-0.0504656651921791,4.729075,0.9582140214322556,1.2963317350644683,0.4483863084736011,0,0.0,0.0
EXC,1.45,-0.0414785560348938,1.4655172413793105,-0.0546424648806426,0.0041536649542092,5.37831828946541e-05,0.0005089968328812,-0.0101692888339788,-0.2109619192822561,78.51939648389816,0.104177644091959,-24.120681116293216,-0.0994591895159137,0.6706660714285714,2.384424321365688,1.4735599559428758,-0.5815278109894629,7,0.0053999999999999,0.4242548308194755
EXC,0.75,-0.0416889580587546,1.0733333333333337,-0.0570486746082827,0.0045366276394409,4.960056364661687e-05,0.0005888195111065,0.0050427083391696,0.2162141922000888,146.62082741657892,0.0427726734603818,-51.50415624181429,-0.004237672562406,1.367042857142857,0.98111220516764,0.8837295389342036,0.8388104932292098,1,0.0053499999999999,0.0
EXC,0.95,-0.0417524654614298,0.9894736842105262,-0.057440393590494,0.0049083704889698,5.441225113092312e-05,0.0005792901068923,0.0115251644073348,0.0905608776989259,185.8256551388063,0.0255160124645839,-62.25000625770343,-0.0222177181880694,1.0574555555555556,0.9147080344240238,1.0563202952950943,22.481564581755983,0,0.0,0.0
EXC,0.5,-0.0418221872299909,0.905,-0.0585237101434636,0.0044349287359778,5.8751103294504935e-05,0.0004876629666175,0.0193021867424249,0.0391453664528144,246.9250038266182,0.0412988741952464,-71.97499740868807,-0.0560963755538028,1.93755,1.0732988032986734,1.430882428840546,1.0403893024505222,0,0.0,0.0
EXC,0.3,-0.0417354175200065,1.025,-0.0541265073497733,0.0030326970300805,5.787524371449731e-05,0.0003618333691891,0.0053130206263934,0.2111673258443673,158.3750049273173,0.0487936882143947,-53.75001579523087,-0.0,2.05481,0.9803182815551992,1.3390167460738458,1.7230630475694175,0,0.0,0.0
EXC,0.8,-0.0416890617925673,1.1062500000000002,-0.0541877058348851,0.0031607170623416,5.659799154239619e-05,0.0003780810686287,0.0035330077298567,0.2284867693394383,143.77344632521272,0.0369594849339852,-48.746089451015,-0.0104701425387667,1.2088366666666668,1.3835275157417726,1.0648549550000257,0.8935124224604524,0,0.0,0.0
EXC,2.1,-0.0414891387557699,1.2202380952380951,-0.0538007302836002,0.0038414785490533,5.633874016518802e-05,0.0004478945846383,-0.0032703868963012,-0.4705784310958922,111.64138537077676,0.1228161649034597,-39.61905349223387,-0.019163048452026,0.4738841463414634,1.3785746465127091,1.0540841128710583,-0.1601287591077692,4,0.0067875,0.2995621118146865
EXC,0.0,0.0,0.0,-0.0674414075827878,0.0037815694794194,2.538442701459785e-05,0.0005350619576428,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.05,-0.0480437502264976,1.95,-0.0671698732070857,0.0038499443969905,2.606403658446033e-05,0.0004725100579579,-0.0130093749612569,-0.0,78.24994623661041,0.0,-18.187500536441803,-0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.3,-0.0469151033709446,1.9416666666666669,-0.0665130146490689,0.0047730802509561,2.7808115083235048e-05,0.0005396472366956,-0.006115104110601,-0.3662352451605606,90.94789624214172,0.0386312690760971,-24.229157716035843,-0.0038454112727136,1.2276900000000002,1.5064488110829952,1.7151214883236,2.0666349906123385,0,0.0,0.0
EXC,0.15,-0.047025000055631,1.55,-0.0665102718110382,0.0048990574015899,3.227404960700541e-05,0.0006818605787671,-0.0002385416349473,-3.569884853298844,116.54167125622432,0.0518923535477202,-32.87501633167267,-0.0,5.264100000000001,0.3022738929731579,0.6045477859463158,3.3082579185520355,0,0.0,0.0
EXC,1.45,-0.0408673481694583,1.0206896551724136,-0.0551361793114757,0.0043605190443065,5.919431361423053e-05,0.0004547173885247,0.0119567888885222,0.134557130222607,177.22414356881174,0.0684486651961366,-62.961209051567934,-0.0012064204225436,0.4998142857142857,1.100104836558515,1.1344102412642156,1.4134382019174896,1,0.0059500000000003,0.0
EXC,0.15,-0.0371322942276795,1.0,-0.055625296899164,0.0043248841556419,5.317414335321357e-05,0.000467362243619,0.016694792235891,0.0259416394395254,186.9583254059156,0.0034562258473937,-59.1458345297724,-0.0084683765208231,3.087975,0.1471271626227542,0.2942543252455084,6.796841468112042,0,0.0,0.0
EXC,0.05,-0.0376750007271766,1.05,-0.056550676022917,0.0038333601284533,5.379379516911608e-05,0.0004550544351551,0.0100062498822808,0.0,153.24998646974564,0.0,-50.87500438094139,-0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.4,-0.0384316407144069,1.08125,-0.0569593672433355,0.0035934294218349,5.107877140492824e-05,0.0004648955984487,0.0078933596378192,0.11317142452327,146.07812743633986,0.0315544691313236,-50.60936673544347,-0.0179360535388803,2.187407142857143,1.1772123383262396,1.4211612792270898,-0.7050452899559921,0,0.0,0.0
EXC,0.05,-0.036609373986721,1.1,-0.0568345466134091,0.0037264713593921,5.767597545586523e-05,0.0004422299483294,0.0067312498576939,0.0,130.31251728534698,0.0,-44.624991714954376,-0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0564084780166298,0.0037340884927459,4.242918971477418e-05,0.0005077227896025,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0563592086702957,0.0038952180437759,4.473356451641135e-05,0.000510379225651,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0562181949852593,0.0037108797065334,4.659655731915351e-05,0.0004735317393955,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0563694164597895,0.0040546812457456,4.714902451477101e-05,0.0005377479395353,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0556429405185952,0.0040423640542695,4.6850900123889216e-05,0.0005281314047988,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.1,-0.0363718755543231,1.15,-0.0557309844399336,0.0044017829414429,5.066595515974819e-05,0.0005653776221396,0.0128984376788139,0.0398546758633756,160.62499955296516,0.0287937979627503,-44.78124901652336,-0.0327984131770773,9.647800000000002,0.0,0.0,0.0,0,0.0,0.0
EXC,0.4,-0.0363339819014072,1.4875,-0.0563233620530227,0.0051952610333585,5.1628649412823e-05,0.0005859512102539,0.0103144525783136,0.3325403470435898,134.7187370993197,0.1037623361119853,-39.04688521288335,-0.1008266279018928,0.7235142857142858,1.6240013231256158,1.7151584856981144,0.542184565733722,2,0.0056499999999992,0.1858407079645071
EXC,0.4,-0.0369179677218198,1.33125,-0.0548707527962653,0.0049596785306743,5.59276823610057e-05,0.0006437011466114,0.0080371088697575,0.2119710482443687,131.26561418175697,0.0725997358836386,-36.45312746812124,-0.149220157847657,1.0685857142857142,1.3449227037247469,1.6881347397316444,-0.8780637822192197,0,0.0,0.0
EXC,0.25,-0.0328837491571903,2.34,-0.0547246915003279,0.0061895671630884,4.826383875344856e-05,0.0007902618032816,-0.0118456250056624,-0.2297785065225598,44.175006449222565,0.0760459599179635,-9.775001555681229,-0.0818402619156659,3.7416375,0.6243541513837179,0.8834990918637449,0.1854918571998257,1,0.0045,0.0
EXC,0.0,0.0,0.0,-0.0566705636841245,0.0028440455419924,1.9496411970433127e-05,0.0003204819358743,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0557003138473816,0.0022394681790149,1.972480051476281e-05,0.0002834089240226,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.055981707868427,0.0025703358259777,2.178022433935472e-05,0.0003704396653482,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
EXC,0.0,0.0,0.0,-0.0537684170773811,0.0028194557431371,2.104679742926523e-05,0.0003882349297719,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,0.0
PV,6.1,-0.0429245904861717,0.6872950819672131,-0.0515894565374016,0.0039419702765938,7.02234904220318e-05,0.0004957168467073,-0.0259366207877846,-0.0730460122032895,81.2982854051091,0.1242936905520239,-28.902298248831872,-0.1426118243813697,0.163245075239398,1.4893832683429986,1.1626711690224776,-298826171.03915423,132,0.0075643939393933,0.5415716477293938
PV,22.016666666666666,-0.0431879574356781,0.476987130961393,-0.0538445982606471,0.0070701536943462,9.973688000719504e-05,0.0008884723295778,-0.0195635653976338,-0.0920833557014503,130.3588679352217,0.0919733034065408,-62.44810507935924,-0.0829806714015073,0.0454081976524043,1.9975469681452995,1.2391751936939657,10000000000.0,975,0.0123330769230768,0.7043162178400766
EXC,1.6166666666666667,-0.0410000142443162,1.6530927835051543,-0.0548192113941109,0.0056091088085206,3.728240668194034e-05,0.0007985633916472,-0.0035781090593555,-0.5285785184477593,91.50661896298104,0.0532377534414346,-24.342891838458115,-0.0635504963087674,0.60426875,1.1441172216757445,1.0607078912800758,-17.266683667339965,0,0.0,0.0
EXC,0.9166666666666666,-0.0405681633718086,1.7881818181818183,-0.054289312824386,0.0046158448365963,3.4447497444675706e-05,0.0005653000403459,-0.0075845052382409,-0.3354117875290019,77.47419140774076,0.0585088001359698,-20.334146608954462,-0.0587671817230648,1.0540925925925924,1.941945411228671,1.3768499737968511,-1.2385129082371544,0,0.0,0.0
EXC,0.95,-0.0402634751930375,1.8447368421052632,-0.0526929146573085,0.003973650865493,3.348857141554409e-05,0.0004998929991341,-0.0104645704449978,-0.1669231868582489,70.15871347500516,0.0428050285713398,-17.535597857407897,-0.0304772188911871,0.9996080357142856,1.404653244327953,1.1503790893362345,-2.472426346879684,0,0.0,0.0
EXC,5.816666666666666,-0.0441865065806587,1.4869627507163323,-0.0554531539426751,0.0070948147808911,4.056526600713751e-05,0.0010637372866468,-0.0006243040978045,-5.290685681515327,114.20628806135798,0.0977170388529859,-36.43454818834961,-0.1259164258422272,0.1708057471264367,1.5154188316583956,1.2945499453335612,-2.8374170324264885,38,0.0074078947368418,0.2788616488058162
EXC,4.1,-0.0446938497689158,1.7247967479674795,-0.0550576186428757,0.0061428400648033,3.755224498869965e-05,0.0008866738922229,-0.0126860436746108,-0.1851670989889476,75.65614886812871,0.0515603418547948,-58.37525134784965,-0.0975058873570229,0.2442171428571428,1.315081505807516,1.2221789416106796,-0.1011905684213633,19,0.0075,0.3360103033786135
EXC,3.8333333333333335,-0.0458453743164521,2.1469565217391304,-0.0536646805245588,0.0030338511241528,1.8662452193214048e-05,0.0004917120619196,-0.0179589865415417,-0.0887943406094312,54.97696140339961,0.0811895016086474,-14.505747283128464,-0.0446412277468071,0.2573875545851529,0.9081288121635482,1.2690246071816804,75.78026921222035,41,0.0081024390243902,0.2293833482399231
VIP,27.75,-0.0451929972365041,1.121891891891892,-0.0538681213608988,0.0074617553743683,8.27701951816543e-05,0.0010632723806774,-0.0175312487101318,-0.0847358266886721,88.77324765037952,0.108834170080573,-27.61618108049551,-0.1344634938887532,0.0357015342960288,1.4716841464269086,1.000802895997201,-0.2484335025962716,140,0.0143399999999999,0.6935600334788685
VIP,18.683333333333334,-0.0400411617803753,0.8022301516503122,-0.0479874667288424,0.005195638551883,5.502493558809552e-05,0.0006783309987675,-0.0186205422789973,-0.1257887426743189,75.38981830723367,0.1685936890261729,-33.20336992844553,-0.1172408504060406,0.0535471428571428,1.93391351789442,1.213134285457543,1886561508.139436,274,0.0106520072992702,0.5705289002873668
VIP,41.7,-0.0387882696508865,1.0264388489208631,-0.045144859059071,0.0057496770487255,6.75788262481395e-05,0.0007495456227156,-0.0177112891398555,-0.155782602089461,70.09150470335013,0.2841347971538241,-50.9044432301214,-0.1315871424861215,0.0239731707317073,1.551837625251098,1.0378852375623155,10000000000.0,1220,0.0220207377049179,0.8590636574797562
SST,7.883333333333334,-0.0434914208118659,0.8757928118393234,-0.0483785008093598,0.002739612706411,4.03992326831312e-05,0.0003218054354181,-0.0076133056134344,-0.0888909036391205,117.44501206385648,0.0550764614317814,-47.66772613240686,-0.0279709173152421,0.1268434322033898,0.7793126966797967,0.8171892997596704,-0.8154545504914515,8,0.0087312499999999,0.2773974178907065
SST,13.025,-0.0424003387612253,0.8175623800383877,-0.0466873743746519,0.0033849725551435,4.505701035967686e-05,0.0004270562751605,-0.0033035871047334,-0.189668674859889,129.89417193721644,0.0830515670587073,-62.38336072646702,-0.0196551377224369,0.0766165384615384,0.723397165404931,0.8301607919118368,-6.48640815095338,2,0.0067249999999994,0.078066914498098
EXC,7.85,-0.0348139109064474,3.399150743099788,-0.0450578222666546,0.0070570915711674,5.046889379528049e-05,0.0010026261063087,-0.0042932746169655,-0.9550000577838776,56.2576304792954,0.1619286553054693,-13.414852960765216,-0.1422804383945408,0.1266295744680851,1.3722114807247636,1.2065538014960075,3.699463193449701,18,0.0084194444444446,0.1500298863045547
EXC,4.683333333333334,-0.0379507979307645,1.2040925266903912,-0.0502668529601052,0.0052181004939751,5.194608432659254e-05,0.0006842240039798,0.0079425999377494,0.2092925756070587,132.94161957816524,0.0809417274483137,-43.259782128361145,-0.0576004619444509,0.2116926785714285,1.276933596989719,1.0938279864315443,-1.0139316404003926,11,0.0079500000000013,0.3591670064770401
EXC,3.85,-0.0384668399888423,1.2404761904761905,-0.0506265462428845,0.0049258906219752,5.1677164432158793e-05,0.0006576793589988,0.0062139905239587,0.7754374573350848,128.91314838445882,0.2033109624634359,-45.993846772387045,-0.1624127581626216,0.258415,1.4978611695386517,1.0901762820661782,1.5946819690586391,12,0.0243416666666661,0.717957393725724
EXC,3.033333333333333,-0.0366761284722949,1.2917582417582418,-0.0485286150462443,0.0048063143855545,4.753387668703286e-05,0.0006501950234263,0.0019197695186923,1.4022565200267822,104.3214517725365,0.1224676489664582,-41.20613599300971,-0.0518507160212712,0.3309853591160221,1.149832239370533,1.0337373996186574,-2.2256411569698185,6,0.0085250000000017,0.161219214752815
PV,33.45,-0.0351281106043963,0.5380667663178874,-0.0411775460245346,0.0040867951817715,7.560395240215953e-05,0.0005239227147851,-0.0262435790100845,-0.0523771322170406,49.17476853941501,0.1747887861616258,-22.48079137986628,-0.2031762714112063,0.029719591226321,1.7477339388765023,1.2656974212265677,10000000000.0,995,0.0105963316582913,0.7003305020246331
SST,3.8181818181818175,-0.0373202738431943,1.907738095238096,-0.051890821363719,0.005745684142367,4.5169097685911146e-05,0.000641404719867,-0.023153335959216,-0.0943402116925103,28.72177638341383,0.1692272112452876,-9.19703948644072,-0.0250865095929064,0.2611090361445783,1.5992250068859688,1.1798897602233651,2.404106389173125,16,0.0351531250000007,0.5964048992844176
PV,14.383333333333333,-0.0394794030353691,0.4129779837775204,-0.0490148016955268,0.004830080409598,0.0001176255021225,0.0005236125749463,-0.0214683953575857,-0.1715161031553634,118.80398382084802,0.2273162646002114,-104.220936168589,-0.332398600646859,0.0693803944315545,1.421370270139922,1.1331610955401263,10000000000.0,175,0.0084259999999997,0.6094420218116932
PV,20.133333333333333,-0.0427558377132172,0.4125,-0.0530331278504066,0.0059362618700015,9.783034274617192e-05,0.000817083298074,-0.0172625153463954,-0.3228360923280189,151.8396064108413,0.2695843988504242,-79.23594849288143,-0.3969679998404944,0.0496983429991715,1.6877059436692408,1.1652531870417964,10000000000.0,425,0.0154610588235294,0.8495336869976778
PV,103.68333333333334,-0.0388608611660144,0.4282671596206398,-0.0450115014215296,0.0051212291822881,4.2902773300655454e-05,0.0006339813767437,-0.0017927024385494,-1.5973801888904386,172.4309518673154,0.119936063478027,-144.22553272209018,-0.0449481797663481,0.0096402652733118,2.69654557601834,1.0557094868456034,10000000000.0,5425,0.0831804331797235,1.3474408824984347
PV,18.466666666666665,-0.0444408233124693,0.5275270758122743,-0.0511792662127034,0.0042305604277203,7.997612948778624e-05,0.000582251371779,-0.0250007627681676,-0.0554047169495947,107.84931661481136,0.0798127095710339,-46.47108680594355,-0.0125286284191372,0.0541524841915085,1.424585355685032,1.177313959637346,10000000000.0,302,0.0113753311258273,0.7005537841855745
SST,4.666666666666667,-0.040444443115056,0.5891071428571428,-0.0508964515451763,0.004122078239179,5.629513717061266e-05,0.0005361270233882,-0.0011714525577318,-1.0120161862529642,171.90021917712662,0.0836994678141855,-90.2223920682534,-0.0460883898513829,0.2135012544802867,1.480798412554328,1.1890971864553377,10.482863630071815,28,0.010344642857143,0.6548338769157199
SST,28.65,-0.036558772618717,0.6562245491564864,-0.0436380128139223,0.0050239251274965,7.467325749059088e-05,0.0006982655215288,-0.0222546362054081,-0.0663522211478228,65.36772375323676,0.0830462341539386,-27.32632923662047,-0.0912275977986185,0.0348769208381839,1.6163957170744545,1.2617754742618346,10000000000.0,661,0.0113852496217851,0.7125930234101074
SST,1.9,-0.044896726526636,0.6210526315789472,-0.0552111526184664,0.0033830371419122,5.497654790240495e-05,0.0004296879523515,-0.0078889782935901,-0.1715778333629901,158.5611162201366,0.0566450014020886,-74.59862931719644,-0.024041264932817,0.526908849557522,1.5760739255944272,1.1955341052422952,1.5704223559009391,1,0.0043500000000022,0.0
SST,3.0,-0.0436832227560672,0.7080555555555557,-0.0535552785847038,0.0035081917969832,5.545614921411156e-05,0.0004196579489157,-0.0150232731988629,-0.1267767151395349,114.10544593144512,0.0889656354043729,-46.4755509398008,-0.1003728177857856,0.3165432960893855,1.5151190468228692,1.2718097970865188,1.1991915798739556,6,0.0102916666666669,0.5556573599857654
EXC,0.2833333333333333,-0.0357547051632152,1.638235294117647,-0.0531181177256082,0.0043468399107006,4.57150422285972e-05,0.0004778396531201,-0.0102562801326722,-0.1393809247607355,64.47923919266582,0.2148919034429386,-19.41417363431575,-0.0639867793704073,2.06985625,1.715959638625726,1.419563959252405,3.245904562232619,9,0.0095777777777767,0.4624785310194613
SST,2.2,-0.0398648545834054,1.3299242424242426,-0.0496587168894078,0.0040742159607742,4.330611233724175e-05,0.0004950459569355,-0.0275302616552127,-0.0808968615067076,41.102191814159845,0.1185502558236348,-10.597177078217316,-0.1514450960819653,0.4569782442748091,1.5182027865035594,1.0820680079557066,0.3159653375932554,9,0.0072166666666658,0.3254466884843044
SST,15.91304347826087,-0.0381302809551999,1.150068306010929,-0.047292841811068,0.006179251808962,4.9491294881938425e-05,0.000660165285359,-0.0203224074046775,-0.1295481961327367,46.20409213245297,0.1941656211457935,-19.7943281309276,-0.1464666390939645,0.0615489056087551,2.6958669768874994,1.2769787384235207,1.0809138515070733,227,0.0091189427312776,0.5180737829541692
EXC,8.25,-0.0429933260669759,0.6582828282828284,-0.0529792522753304,0.0050602076607954,6.545455452654988e-05,0.0006804232138708,-0.0179548612305702,-0.1280940430179115,104.07809454437177,0.1163915784809291,-46.80188711086828,-0.1581474723807914,0.1204783400809716,1.6790482185295867,1.2341356336428189,10000000000.0,79,0.0085113924050628,0.5133877549287734
