Cell_tdTomatoExpressing_True,Cell_Layer_L2/3,Cell_Layer_L4,Cell_Layer_L5,Cell_APThreshold_Slope,Cell_Depth,firing_rate,ap_duration,std_vm,fft_low,fft_high,ap_threshold,mean_vm,cell_type
1.0,0.0,0.0,1.0,0.25,0.8609154929577465,0.041892733256248336,0.618027407836325,0.6052655321667466,0.3220818387040614,0.6336043544601604,0.35159518172403037,1.675951652571181,EXC
1.0,0.0,0.0,1.0,0.25,0.8873239436619718,0.02499332918260251,0.2189259139437075,0.42496307937868644,0.33471079623667305,0.41318054224286654,0.060305193872282316,0.6963850018379363,EXC
1.0,0.0,0.0,1.0,0.25,0.8873239436619718,0.020546117584274663,0.22554112554112554,0.39631358928388527,0.3324117171033526,0.39480418166644826,0.01238574900123117,0.6287440979848666,EXC
1.0,0.0,0.0,1.0,0.25,0.8873239436619718,0.016187850217913368,0.23486513486513488,0.3845898299958578,0.2969894720581516,0.3896229163207446,0.17867045478040416,1.0232634542147252,EXC
1.0,0.0,0.0,1.0,0.375,0.7095070422535212,0.17851107355687987,0.09783032114870681,0.31404512813235347,0.5369692083408268,0.3022069619517242,0.322418732113612,2.4056438786493137,PV
1.0,0.0,1.0,0.0,0.25,0.7024647887323945,0.020376314959611234,0.3468614718614719,0.47668960868907656,0.2767722468958348,0.38353755379672616,0.11885539105336627,0.3909951157647555,SST
1.0,0.0,1.0,0.0,0.5,0.75,0.07675887218713867,0.07508690614136734,0.3869199513766573,0.8962243996141496,0.3019922579498388,-0.08164042256169113,0.9318352681094456,PV
1.0,0.0,1.0,0.0,0.5,0.5897887323943662,0.10744463221560083,0.07500000000000001,0.4953746540737121,0.7269894757388773,0.5051565432759477,-0.3858887458544886,0.1761825325556956,PV
1.0,0.0,1.0,0.0,0.5,0.6038732394366197,0.5533220670639509,0.07786675629466179,0.41546540681323846,0.2573967406156159,0.3783985123812377,-0.02420288904090017,1.6846623624495674,PV
1.0,1.0,0.0,0.0,0.25,0.17781690140845074,0.09855020901894512,0.09591401378404987,0.3281404800847016,0.5743482989652399,0.3425867987746735,-0.5423557881584312,0.524804213293926,PV
1.0,1.0,0.0,0.0,0.375,0.2975352112676056,0.024904384950635954,0.10711038961038961,0.3175044281101145,0.3718921905862771,0.3106557762280826,-0.17125363174305497,0.5779879691500859,SST
1.0,1.0,0.0,0.0,0.375,0.5,0.15289513475051142,0.11931355439208845,0.4059253062859803,0.5290124104431457,0.4229012218640495,0.18956806916627547,1.9429491175776863,SST
1.0,1.0,0.0,0.0,0.375,0.10387323943661975,0.010139642444187495,0.11291866028708131,0.24504571735235753,0.3606191641769066,0.23697000080394237,-0.5846907656972262,-0.23339854938051138,SST
1.0,1.0,0.0,0.0,0.375,0.10387323943661975,0.016009961753980256,0.12873737373737376,0.25731640836712255,0.3647194237370244,0.23002641727325895,-0.472005324415201,0.07799124206925907,SST
0.0,1.0,0.0,0.0,0.25,0.27992957746478875,0.0015120519434314685,0.2978609625668449,0.3395410117404993,0.28143969520300705,0.27030452143218914,0.2642334292922407,0.16020004900033813,EXC
1.0,1.0,0.0,0.0,0.25,0.45246478873239443,0.011740638619585521,0.24180440771349865,0.3128118081733219,0.26084501046051434,0.2822161233136325,-0.11743328850635322,0.8107459739689151,SST
1.0,1.0,0.0,0.0,0.375,0.20774647887323944,0.08492240582546048,0.20910332836562345,0.5191984140368566,0.3137240440263779,0.3965251419277121,0.04363847696404913,1.2556526107173798,SST
0.0,1.0,0.0,0.0,0.25,0.35739436619718307,0.044027394823445705,0.11968778696051426,0.4094825991017482,0.450198875038726,0.4105493264338319,-0.40794181284256575,0.18631392162584615,EXC
1.0,1.0,0.0,0.0,0.25,0.20422535211267606,0.1744196388864182,0.1399564229752909,0.5487618223442352,0.46885188835252,0.5631361991748824,-0.16881850116107772,1.2133030589924927,PV
1.0,1.0,0.0,0.0,0.25,0.25528169014084506,0.16596993684959532,0.13913085842346293,0.41608786355366484,0.58351619369151,0.42275649678695487,-0.4281764312008611,0.9558022265208723,PV
1.0,1.0,0.0,0.0,0.25,0.25528169014084506,0.17379702926265234,0.14223969479854845,0.487404902810688,0.576081427105496,0.4239745079137467,-0.39129482458672615,0.9677611338648386,PV
1.0,1.0,0.0,0.0,0.5,0.45774647887323944,0.1634794983545317,0.06399742803442476,0.5856377275880713,0.6654770442897896,0.6033898996179148,-0.40395729684077786,0.17035009417202443,PV
1.0,1.0,0.0,0.0,0.375,0.3820422535211268,0.01645468291381304,0.18692874692874697,0.28313278580136625,0.27760760585260996,0.2589932978668398,-0.009136469565276239,1.2937313999164801,SST
0.0,1.0,0.0,0.0,0.25,0.2147887323943662,0.013608467490883217,0.44349376114081995,0.5247446124818917,0.28358471810043656,0.5319780982349875,-0.14519347900819546,-0.47900010390913483,EXC
1.0,1.0,0.0,0.0,0.25,0.3362676056338028,0.030418927332562486,0.22543859649122808,0.32966586301293116,0.3155112610069562,0.2982046981233011,-0.3273715190078012,0.8279008054243733,SST
1.0,1.0,0.0,0.0,0.25,0.602112676056338,0.03922440629725162,0.18668315811172956,0.3309398404505593,0.25734672519226853,0.24361752403814224,-0.01324239407126343,1.5061626447224838,SST
1.0,0.0,1.0,0.0,0.25,0.551056338028169,0.04002490438495064,0.18105050505050507,0.34543485743021046,0.37115113516187176,0.2749139315926314,-0.11460309994761711,1.1679521829670456,SST
1.0,0.0,1.0,0.0,0.375,0.6566901408450705,0.015120519434314687,0.13213903743315508,0.2404438889141936,0.29041031757610375,0.18593460561414496,-0.4573548798585756,0.4431175223868141,SST
1.0,0.0,1.0,0.0,0.25,0.5387323943661972,0.004536155830294405,0.1288770053475936,0.19075742942180302,0.26857107544878184,0.19965754677732983,-0.40131782321377907,0.10496733349008708,SST
0.0,1.0,0.0,0.0,0.25,0.42957746478873243,0.0016899404073645824,0.25311004784688995,0.6068441039097896,0.2477015723864568,0.5522639177612392,-0.39038606737557197,-2.2435774143070755,EXC
1.0,0.0,0.0,1.0,0.25,0.8538732394366197,0.00471404429422752,0.2871355060034305,0.2691273218802093,0.16045008478971629,0.22257909590994995,-0.3101941792712166,-0.1266809901157694,EXC
1.0,0.0,0.0,1.0,0.25,0.8538732394366197,0.003290936582762608,0.27248157248157245,0.2783430376517123,0.15353042495393548,0.24322261179572446,-0.34165781084571434,-0.507536464892955,EXC
1.0,0.0,0.0,1.0,0.25,0.8538732394366197,0.0010673307835986838,0.28636363636363643,0.19815374085276066,0.14180102444232567,0.18482566322907718,-0.29335666498589485,-0.35621531111093213,EXC
1.0,0.0,0.0,1.0,0.25,0.7640845070422535,0.016899404073645825,0.11416267942583731,0.29518583045499697,0.4347266103269978,0.2839615319313315,-0.7291644270321,-0.44609741097813727,SST
1.0,0.0,0.0,1.0,0.25,0.7640845070422535,0.014764742506448457,0.13411829134720704,0.2694153919934376,0.387284666718283,0.26075065138852666,-0.7352787985542182,-0.29959188423566874,SST
0.0,0.0,1.0,0.0,0.25,0.8098591549295775,0.05247709686026862,0.26320493066255785,0.23489829787633731,0.34915226410782985,0.2122208913252403,-0.31821264583106573,1.0591303785674848,EXC
1.0,0.0,0.0,1.0,0.25,0.767605633802817,0.03219781197189362,0.25926670015067804,0.38375156806177607,0.257392860964523,0.36248595101280334,-0.22282936689015514,0.6443443119396066,EXC
1.0,0.0,0.0,1.0,0.25,0.897887323943662,0.020812950280174332,0.35337995337995337,0.30119081081396515,0.21247310760554627,0.3320456213943224,-0.38003873102997654,0.3345861803434948,EXC
1.0,0.0,0.0,1.0,0.25,0.897887323943662,0.01351952325891666,0.326255980861244,0.2875292376976802,0.20248426626056132,0.30984014391577075,-0.3532326611605094,0.17452693648373954,EXC
1.0,0.0,0.0,1.0,0.25,0.9383802816901408,0.08156186071333274,0.3997224149895906,0.6225879904171443,0.7141955258297177,0.5746299118536577,0.15621833221511328,0.9881910106032388,EXC
1.0,0.0,0.0,1.0,0.375,0.9383802816901408,0.04278217557591391,0.32462672462672465,0.44933993963766033,0.36407893626457416,0.46479945867872613,0.16143664106266867,1.1863225262391583,EXC
1.0,1.0,0.0,0.0,0.25,0.4225352112676057,0.0012452192475317977,0.11818181818181821,0.19801327555512083,0.3032222288053005,0.19282645642464408,-0.6758742368643922,-0.4417915465892221,SST
1.0,1.0,0.0,0.0,0.25,0.4225352112676057,0.0037356577425953926,0.10995670995670995,0.21767185124053257,0.3449262773726479,0.22148633344574425,-0.6009186798266134,-0.27945333280527734,SST
0.0,1.0,0.0,0.0,0.25,0.4049295774647888,0.006315040469625545,0.15633802816901407,0.4488009253560998,0.5186209675363157,0.41849457162453246,-0.44271079120677087,-1.5390460601069653,EXC
1.0,0.0,1.0,0.0,0.375,0.5985915492957747,0.032731477363692967,0.17193675889328064,0.2657652372909576,0.24903021768978423,0.23372431319010883,-0.06229344892858665,1.5788779399818096,SST
0.0,1.0,0.0,0.0,0.25,0.41549295774647893,0.00853864626878947,0.19564393939393943,0.4995297785797586,0.3750475451550675,0.5064387245903494,-0.34499725526281383,-1.5928367482510999,EXC
0.0,1.0,0.0,0.0,0.5,0.21654929577464788,0.009161255892555368,0.27722859664607236,0.5172689560948278,0.3011798525302495,0.44549041208252865,-0.05807053052235686,-0.36782069115683064,EXC
1.0,1.0,0.0,0.0,0.25,0.21654929577464788,0.010495419372053722,0.13027734976887523,0.41911630577579445,0.43135081405939546,0.30058295891574155,-0.2814793330445634,-0.44369717947732945,SST
1.0,0.0,0.0,1.0,0.25,0.9137323943661972,0.01556524059414747,0.18176623376623377,0.4078894680603303,0.3096565444125325,0.4222930565903522,-0.2987012083945112,-0.15676526550223668,EXC
1.0,0.0,0.0,1.0,0.25,0.829225352112676,0.02196922529573957,0.158225984541774,0.377523552104195,0.31603956539012523,0.3825269981566289,-0.4920121582234547,-0.478493142560275,EXC
1.0,0.0,1.0,0.0,0.25,0.6232394366197183,0.022502890687538916,0.11311534315486886,0.19827144504526767,0.3286741836042081,0.18594224670424117,-0.06213961951495997,1.4780065154632271,SST
1.0,0.0,1.0,0.0,0.25,0.6214788732394367,0.11633905541225653,0.09017236586043925,0.25450752552883854,0.46802022398174525,0.23956404414830285,-0.43816145646431015,0.925559822436921,SST
1.0,0.0,1.0,0.0,0.25,0.625,0.10095170328204217,0.09706848217861434,0.20308650566732833,0.5069071178655475,0.162964791597803,-0.8481449201230384,0.20720552062234077,SST
1.0,0.0,1.0,0.0,0.25,0.625,0.09819443209107889,0.08835638998682478,0.2035658530813847,0.4593197260418752,0.1297116294965757,-0.8392186948801946,0.19820913315318608,SST
1.0,0.0,1.0,0.0,0.375,0.6742957746478873,0.11171395534999556,0.0834177764910249,0.32512148265656976,0.9838635671609629,0.22584266539397324,-0.5455935431799223,0.40263163681380987,PV
1.0,1.0,0.0,0.0,0.625,0.6126760563380282,0.13715200569243086,0.06725032425421532,0.32851816776488174,0.835510728338111,0.27821341129132465,-0.31999886939922856,0.6936841922736231,PV
1.0,0.0,1.0,0.0,0.625,0.6919014084507042,0.19585519879035848,0.06209231277351168,0.6294838702630456,0.8702727710019644,0.576888203531599,-0.5730577763310326,-0.37715573213331177,PV
1.0,0.0,1.0,0.0,0.625,0.6919014084507042,0.21586765098283378,0.0610180919204405,0.34648857105455577,0.7603882768353416,0.2980619358341176,-0.3369271700693917,0.8170715661780562,PV
1.0,1.0,0.0,0.0,0.375,0.551056338028169,0.012096415547451748,0.09612299465240642,0.22212353372573473,0.2843021376437412,0.22499025042603454,-0.4052436630738538,0.5341888164052068,SST
1.0,0.0,1.0,0.0,0.375,0.6637323943661972,0.016009961753980256,0.08813131313131314,0.26961496993378264,0.47967221575834673,0.2632392398527585,-0.39769213283098254,0.18892820812343028,SST
1.0,1.0,0.0,0.0,0.5,0.5316901408450705,0.00675976162945833,0.10251196172248801,0.2769338119456434,0.4414008821570109,0.2745388917746917,-0.3852108709883992,-0.22973373294388166,SST
1.0,1.0,0.0,0.0,0.5,0.34330985915492956,0.07578048563550654,0.10356380708493385,0.3700852745404712,0.6333138903194289,0.3208720105404082,-0.1157133726943109,0.9672367139543399,SST
1.0,1.0,0.0,0.0,0.5,0.29225352112676056,0.012719025171217648,0.08989192625556262,0.26539434057201283,0.2643715649271139,0.28206055149583,-0.3057933096194569,0.686309639886506,SST
1.0,1.0,0.0,0.0,0.5,0.06690140845070425,0.008894423196655697,0.0791818181818182,0.4161306521097177,0.5787204865744359,0.32440280714693576,-0.10258163834890638,-0.5167164837213098,SST
1.0,1.0,0.0,0.0,0.5,0.06690140845070425,0.024281775326870054,0.08624708624708624,0.42157265846636954,0.6629056480436554,0.3539955519560705,-0.09629379989965853,0.07789701342675985,SST
0.0,1.0,0.0,0.0,0.25,0.047535211267605654,0.004269323134394735,0.17500000000000002,0.3719145406693197,0.24101702607656678,0.3341952228576625,0.20741033021168803,0.4788420849931676,EXC
0.0,1.0,0.0,0.0,0.25,0.040492957746478875,0.0017788846393311394,0.2077272727272727,0.591685167291085,0.2272863816177923,0.6388981614309119,0.2232186577693528,-0.47148790736561486,EXC
1.0,1.0,0.0,0.0,0.25,0.06690140845070425,0.0030657373571451557,0.13939393939393938,0.2649800767251358,0.16963256644478725,0.1582902472132455,-0.16844694470621968,-0.08469742028720109,SST
1.0,1.0,0.0,0.0,0.375,0.07746478873239437,0.01494263097038157,0.09567099567099566,0.339594067775064,0.20219791514193014,0.25149349536539545,-0.3145685593807263,0.08708321403307696,SST
1.0,1.0,0.0,0.0,0.375,0.07746478873239437,0.012274304011384862,0.10065876152832676,0.3150869105746082,0.22854970812874864,0.2421382576520173,-0.4087614645266111,0.00880768934024995,SST
1.0,1.0,0.0,0.0,0.625,0.2359154929577465,0.10772804773440951,0.05187390275551484,0.557951221118018,0.8760212573528605,0.543549529357366,-0.12969401195908098,0.0955383464402754,PV
